user,timestamp,ip,event,details,item_id,quantity,price,error_type,message,Base64Error
,2024-11-19T08:04:23.011766,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T08:04:23.011766,
user_830,2024-11-18T13:26:18.011773,48.120.19.148,login,"{'item_id': 7985, 'quantity': 2, 'price': 656.9}",,,,,,
user_966,2024-11-18T06:00:00.011787,89.160.213.105,login,,6635.0,4.0,942.1,,,
user_532,2024-11-18T22:50:01.011796,63.93.189.94,purchase,,7456.0,5.0,878.34,,,
user_223,2024-11-18T13:00:07.011802,48.119.65.173,purchase,"{'item_id': 2765, 'quantity': 1, 'price': 853.43}",,,,,,
,2024-11-19T02:41:52.011815,,,,,,,InvalidBase64,Data cannot be decoded,
user_640,2024-11-17T18:38:44.011819,158.222.104.253,logout,,2523.0,3.0,203.13,,,
user_356,2024-11-19T07:05:37.011825,220.37.41.45,logout,"{'item_id': 8594, 'quantity': 2, 'price': 915.12}",,,,,,
,2024-11-18T11:44:25.011832,,,,,,,TimeoutError,Connection to DB failed,
user_109,2024-11-18T22:49:54.011834,48.151.246.94,update,,2730.0,1.0,548.42,,,
user_217,2024-11-17T22:33:36.011846,55.26.39.90,update,"{'item_id': 1555, 'quantity': 5, 'price': 427.41}",,,,,,
user_296,2024-11-19T02:13:27.011852,109.140.99.38,update,,5700.0,4.0,397.69,,,
user_173,2024-11-18T05:12:52.011858,23.169.238.212,error,,1623.0,3.0,410.5,,,
user_611,2024-11-19T01:49:46.011869,213.70.186.144,logout,,2483.0,5.0,430.17,,,
,2024-11-17T18:21:35.011895,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T04:42:02.011901,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T04:42:02.011901,
user_278,2024-11-18T02:38:37.011910,138.13.97.84,login,,8257.0,1.0,87.33,,,
user_89,2024-11-17T23:30:20.011924,231.38.250.127,update,"{'item_id': 6074, 'quantity': 4, 'price': 109.08}",,,,,,
user_418,2024-11-17T20:18:50.011932,201.196.94.92,update,"{'item_id': 3663, 'quantity': 1, 'price': 541.77}",,,,,,
user_171,2024-11-17T23:03:06.011946,28.205.83.204,login,"{'item_id': 5360, 'quantity': 1, 'price': 235.57}",,,,,,
,2024-11-19T03:22:25.011967,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
user_76,2024-11-18T00:24:51.011975,87.122.99.106,logout,"{'item_id': 1812, 'quantity': 1, 'price': 978.44}",,,,,,
user_902,2024-11-19T12:29:06.012011,205.155.28.57,logout,,4192.0,1.0,955.52,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_825,2024-11-18T14:00:39.012041,216.165.140.4,logout,,5347.0,2.0,620.99,,,
user_527,2024-11-18T18:38:41.012047,190.113.35.63,update,"{'item_id': 1894, 'quantity': 3, 'price': 832.55}",,,,,,
user_633,2024-11-19T02:09:30.012055,148.61.127.10,error,"{'item_id': 4777, 'quantity': 2, 'price': 497.32}",,,,,,
user_99,2024-11-18T14:32:33.012061,206.207.13.86,update,"{'item_id': 2492, 'quantity': 3, 'price': 68.2}",,,,,,
user_761,2024-11-17T23:06:46.012103,49.203.120.217,login,,4891.0,4.0,725.01,,,
user_683,2024-11-18T15:28:20.012108,176.154.200.91,error,"{'item_id': 4793, 'quantity': 5, 'price': 865.33}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_306,2024-11-17T20:12:06.012121,28.53.180.1,login,"{'item_id': 2147, 'quantity': 3, 'price': 775.95}",,,,,,
user_340,2024-11-18T16:04:31.012141,120.211.26.57,logout,,7098.0,5.0,147.65,,,
user_578,2024-11-18T22:38:38.012147,134.230.170.142,login,"{'item_id': 5450, 'quantity': 4, 'price': 389.52}",,,,,,
,2024-11-19T06:21:38.012156,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T06:21:38.012156,
user_644,2024-11-18T11:14:30.012158,137.67.92.192,logout,,4088.0,5.0,698.44,,,
user_902,2024-11-19T05:40:27.012175,172.125.189.157,login,,9763.0,1.0,754.36,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T22:44:32.012187,,,,,,,TimeoutError,Connection to DB failed,
user_481,2024-11-19T09:23:27.012198,51.43.85.152,logout,"{'item_id': 4080, 'quantity': 5, 'price': 577.1}",,,,,,
user_634,2024-11-19T03:01:44.012212,107.212.56.158,purchase,,3785.0,3.0,666.98,,,
user_355,2024-11-18T14:29:05.012239,17.70.94.229,login,"{'item_id': 7500, 'quantity': 2, 'price': 257.22}",,,,,,
user_922,2024-11-18T14:37:16.012252,248.146.205.160,update,,4669.0,2.0,892.36,,,
user_433,2024-11-17T20:17:32.012258,153.176.239.207,purchase,"{'item_id': 9860, 'quantity': 5, 'price': 941.25}",,,,,,
,2024-11-19T07:54:07.012270,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T07:54:07.012270,
user_78,2024-11-18T04:42:22.012275,154.81.82.139,update,,2799.0,5.0,624.64,,,
user_882,2024-11-18T23:20:44.012281,201.60.139.250,update,"{'item_id': 2547, 'quantity': 4, 'price': 89.32}",,,,,,
user_794,2024-11-18T07:44:47.012289,60.127.14.244,logout,,6750.0,5.0,825.3,,,
,2024-11-19T05:25:24.012299,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T16:46:32.012301,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T16:46:32.012301,
,2024-11-18T00:41:45.012324,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T00:41:45.012324,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-17T21:15:21.012335,,,,,,,TimeoutError,Connection to DB failed,
user_364,2024-11-18T06:17:52.012339,209.209.125.224,purchase,,4001.0,4.0,426.17,,,
user_911,2024-11-18T06:32:49.012355,221.3.168.67,logout,,2526.0,4.0,11.8,,,
user_294,2024-11-18T17:29:03.012361,23.130.62.154,error,,1392.0,3.0,343.32,,,
user_645,2024-11-18T21:43:57.012367,110.43.116.89,login,"{'item_id': 8153, 'quantity': 4, 'price': 25.62}",,,,,,
user_408,2024-11-17T23:40:13.012381,126.154.246.100,logout,,5327.0,5.0,795.74,,,
user_700,2024-11-18T10:33:43.012397,156.54.105.21,logout,"{'item_id': 3692, 'quantity': 2, 'price': 713.13}",,,,,,
user_95,2024-11-19T09:04:27.012403,29.39.232.148,purchase,,7936.0,2.0,498.23,,,
user_755,2024-11-18T06:46:51.012409,182.31.252.255,update,"{'item_id': 4716, 'quantity': 1, 'price': 140.56}",,,,,,
user_571,2024-11-19T15:02:17.012417,184.13.176.204,login,,6498.0,5.0,189.6,,,
user_507,2024-11-18T06:24:08.012423,99.88.177.40,update,"{'item_id': 9653, 'quantity': 5, 'price': 287.54}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_535,2024-11-17T19:04:58.012453,103.178.8.75,update,,7555.0,3.0,445.35,,,
user_946,2024-11-19T11:06:35.012474,34.134.230.153,update,,2877.0,3.0,839.25,,,
,2024-11-19T01:47:54.012492,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T01:47:54.012492,
user_575,2024-11-19T14:32:47.012494,2.124.81.114,error,"{'item_id': 6712, 'quantity': 1, 'price': 771.06}",,,,,,
,2024-11-19T07:08:45.012525,,,,,,,InvalidBase64,Data cannot be decoded,
user_381,2024-11-18T20:35:11.012534,106.114.206.110,logout,"{'item_id': 3320, 'quantity': 2, 'price': 643.38}",,,,,,
user_271,2024-11-19T10:38:22.012540,133.60.229.247,update,"{'item_id': 6877, 'quantity': 5, 'price': 310.71}",,,,,,
user_553,2024-11-19T13:04:13.012546,89.212.91.197,purchase,,1461.0,1.0,328.5,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_745,2024-11-18T13:04:09.012562,233.46.142.107,logout,,2913.0,5.0,586.58,,,
user_753,2024-11-17T19:57:48.012572,98.19.103.222,error,,1394.0,5.0,862.92,,,
user_690,2024-11-19T01:04:32.012586,168.228.151.8,purchase,"{'item_id': 7577, 'quantity': 4, 'price': 222.23}",,,,,,
,2024-11-19T10:14:35.012592,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T10:14:35.012592,
user_432,2024-11-18T08:32:51.012599,86.252.102.198,login,"{'item_id': 4273, 'quantity': 4, 'price': 243.09}",,,,,,
,2024-11-19T14:26:21.012607,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T14:26:21.012607,
user_190,2024-11-18T10:12:03.012613,152.133.214.59,purchase,"{'item_id': 7576, 'quantity': 2, 'price': 837.18}",,,,,,
user_924,2024-11-19T11:59:05.012621,230.246.130.160,update,"{'item_id': 4221, 'quantity': 1, 'price': 91.21}",,,,,,
user_574,2024-11-19T12:12:44.012656,69.17.211.86,update,,9798.0,2.0,587.4,,,
user_807,2024-11-19T02:34:04.012668,134.83.220.245,error,"{'item_id': 8140, 'quantity': 2, 'price': 745.1}",,,,,,
,2024-11-18T08:04:49.012692,,,,,,,TimeoutError,Connection to DB failed,
user_365,2024-11-18T07:02:23.012705,113.42.19.136,purchase,"{'item_id': 2961, 'quantity': 1, 'price': 489.09}",,,,,,
user_949,2024-11-18T12:31:32.012711,221.57.166.238,update,,5219.0,2.0,799.69,,,
user_817,2024-11-19T10:15:10.012724,19.190.26.239,purchase,,6726.0,2.0,710.47,,,
user_474,2024-11-17T18:54:52.012732,227.9.90.50,login,,5301.0,4.0,994.42,,,
user_115,2024-11-19T07:54:12.012740,236.154.112.9,purchase,"{'item_id': 3944, 'quantity': 5, 'price': 918.28}",,,,,,
user_61,2024-11-17T19:23:53.012751,44.236.126.57,purchase,"{'item_id': 4251, 'quantity': 3, 'price': 412.72}",,,,,,
user_224,2024-11-18T21:02:57.012773,36.248.77.81,login,"{'item_id': 7987, 'quantity': 5, 'price': 66.9}",,,,,,
user_711,2024-11-18T14:26:51.012787,78.98.160.204,login,,6297.0,4.0,813.85,,,
,2024-11-18T04:36:12.012795,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T04:36:12.012795,
user_575,2024-11-18T13:16:37.012797,122.45.128.142,login,,8028.0,1.0,871.6,,,
,2024-11-19T01:52:52.012802,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T15:22:19.012811,,,,,,,InvalidBase64,Data cannot be decoded,
user_259,2024-11-18T10:04:01.012819,53.40.234.106,logout,,5775.0,1.0,687.87,,,
user_549,2024-11-19T00:20:30.012826,10.130.165.77,update,,1977.0,1.0,501.9,,,
user_978,2024-11-18T04:14:01.012860,81.195.14.218,purchase,"{'item_id': 2119, 'quantity': 4, 'price': 736.34}",,,,,,
user_296,2024-11-17T18:08:50.012875,143.9.44.118,logout,,9794.0,2.0,216.09,,,
user_990,2024-11-19T05:21:59.012881,199.129.45.255,logout,,6947.0,1.0,579.15,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T10:23:25.012898,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_815,2024-11-17T17:19:14.012913,252.229.80.139,purchase,"{'item_id': 8306, 'quantity': 5, 'price': 209.48}",,,,,,
,2024-11-18T13:41:20.012921,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T13:41:20.012921,
user_648,2024-11-18T05:25:52.012923,195.89.215.60,update,,2755.0,2.0,350.01,,,
user_68,2024-11-18T08:09:01.012928,247.217.78.93,error,,8235.0,2.0,157.3,,,
user_280,2024-11-18T13:20:33.012934,108.14.104.5,logout,,2574.0,1.0,804.14,,,
user_891,2024-11-17T19:46:58.012953,98.48.199.18,update,,2380.0,3.0,897.57,,,
user_386,2024-11-19T07:06:29.012964,43.116.136.205,update,,3959.0,3.0,781.96,,,
user_868,2024-11-18T14:34:55.012993,18.53.136.94,update,"{'item_id': 5125, 'quantity': 3, 'price': 259.34}",,,,,,
,2024-11-18T06:33:31.013001,,,,,,,TimeoutError,Connection to DB failed,
user_871,2024-11-19T16:41:35.013004,232.52.233.106,purchase,"{'item_id': 7093, 'quantity': 4, 'price': 272.2}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_811,2024-11-18T00:13:12.013033,127.151.133.88,login,,2963.0,3.0,845.59,,,
user_861,2024-11-19T14:08:53.013046,131.12.219.70,logout,"{'item_id': 6735, 'quantity': 4, 'price': 742.38}",,,,,,
,2024-11-19T10:15:50.013065,,,,,,,InvalidBase64,Data cannot be decoded,
user_443,2024-11-18T18:00:47.013069,77.11.139.202,update,"{'item_id': 4339, 'quantity': 5, 'price': 934.53}",,,,,,
,2024-11-18T22:24:21.013087,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T00:49:52.013089,,,,,,,InvalidBase64,Data cannot be decoded,
user_617,2024-11-19T13:17:25.013095,165.101.212.115,login,"{'item_id': 2600, 'quantity': 5, 'price': 972.84}",,,,,,
,2024-11-19T15:56:47.013101,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T15:56:47.013101,
user_559,2024-11-17T22:35:36.013108,245.169.81.7,logout,,6702.0,5.0,969.06,,,
user_526,2024-11-17T21:48:14.013117,205.189.10.144,purchase,,4763.0,2.0,688.46,,,
user_611,2024-11-19T03:59:13.013123,123.167.137.188,login,,2719.0,5.0,314.74,,,
user_535,2024-11-19T14:22:57.013133,127.157.165.188,error,,8630.0,3.0,459.48,,,
user_455,2024-11-18T07:02:13.013139,6.66.179.221,login,,1788.0,3.0,744.15,,,
user_142,2024-11-19T08:58:15.013152,134.160.91.194,error,,1535.0,1.0,788.4,,,
user_801,2024-11-18T18:41:49.013173,98.112.228.164,logout,,5074.0,2.0,320.8,,,
user_513,2024-11-18T15:19:48.013178,101.130.101.220,purchase,,8602.0,2.0,711.16,,,
user_909,2024-11-17T21:20:18.013190,253.208.49.38,update,,3724.0,1.0,809.19,,,
user_599,2024-11-19T14:41:47.013198,202.178.86.138,purchase,"{'item_id': 1171, 'quantity': 5, 'price': 894.04}",,,,,,
user_821,2024-11-18T00:43:57.013212,35.246.39.160,update,"{'item_id': 4690, 'quantity': 3, 'price': 524.83}",,,,,,
user_158,2024-11-18T07:12:22.013230,61.57.172.59,error,,7756.0,1.0,868.24,,,
user_510,2024-11-18T15:19:17.013236,213.20.154.171,purchase,"{'item_id': 5244, 'quantity': 4, 'price': 856.34}",,,,,,
user_43,2024-11-18T19:00:44.013242,231.106.110.91,purchase,"{'item_id': 6097, 'quantity': 2, 'price': 934.6}",,,,,,
user_962,2024-11-19T01:07:25.013256,153.250.97.232,login,,6601.0,3.0,40.77,,,
user_673,2024-11-18T01:14:33.013272,169.115.241.166,error,,4584.0,4.0,247.31,,,
user_541,2024-11-17T23:59:22.013284,12.42.33.97,login,"{'item_id': 3762, 'quantity': 2, 'price': 179.7}",,,,,,
user_583,2024-11-18T13:15:03.013297,114.140.69.141,login,,8247.0,2.0,266.99,,,
,2024-11-18T01:07:33.013312,,,,,,,InvalidBase64,Data cannot be decoded,
user_904,2024-11-18T02:28:07.013325,110.222.230.50,update,,4606.0,2.0,788.31,,,
user_604,2024-11-18T01:11:31.013331,170.242.149.88,error,"{'item_id': 5146, 'quantity': 3, 'price': 215.22}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_391,2024-11-18T17:49:15.013345,210.238.188.55,update,"{'item_id': 7310, 'quantity': 3, 'price': 410.22}",,,,,,
,2024-11-18T16:18:40.013353,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T03:47:42.013378,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T03:47:42.013378,
user_63,2024-11-19T14:45:32.013391,223.244.64.251,logout,"{'item_id': 7555, 'quantity': 5, 'price': 162.97}",,,,,,
user_724,2024-11-18T07:03:20.013397,72.95.227.183,purchase,"{'item_id': 5869, 'quantity': 5, 'price': 27.31}",,,,,,
user_493,2024-11-18T14:19:31.013403,187.248.182.131,error,,3029.0,5.0,832.55,,,
user_546,2024-11-17T19:30:29.013419,222.14.224.30,logout,,1397.0,2.0,184.24,,,
user_461,2024-11-18T00:30:04.013447,245.104.146.41,login,,4151.0,3.0,789.94,,,
user_801,2024-11-17T18:55:23.013452,189.154.128.32,error,"{'item_id': 6876, 'quantity': 4, 'price': 235.9}",,,,,,
user_450,2024-11-17T18:38:28.013477,104.4.29.237,update,"{'item_id': 2135, 'quantity': 5, 'price': 571.61}",,,,,,
user_83,2024-11-17T23:03:46.013483,152.159.165.224,error,"{'item_id': 9807, 'quantity': 3, 'price': 511.79}",,,,,,
user_733,2024-11-18T21:37:31.013490,101.121.78.183,purchase,"{'item_id': 4844, 'quantity': 1, 'price': 102.15}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_186,2024-11-17T22:20:32.013520,166.177.161.247,logout,"{'item_id': 5710, 'quantity': 2, 'price': 886.66}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_296,2024-11-19T09:51:56.013566,135.212.88.180,logout,,9892.0,1.0,490.53,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_283,2024-11-18T23:00:07.013591,156.226.183.82,update,"{'item_id': 1887, 'quantity': 2, 'price': 439.18}",,,,,,
user_298,2024-11-18T23:56:32.013599,101.217.253.11,update,,8707.0,3.0,851.15,,,
user_428,2024-11-18T15:30:25.013610,13.171.54.1,update,,4089.0,3.0,592.71,,,
,2024-11-18T17:55:11.013618,,,,,,,TimeoutError,Connection to DB failed,
user_209,2024-11-19T07:30:44.013629,98.56.4.79,update,,4945.0,4.0,157.54,,,
user_261,2024-11-18T12:47:26.013648,65.76.142.95,error,,1667.0,1.0,479.48,,,
,2024-11-18T13:40:56.013653,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
user_207,2024-11-19T06:07:06.013669,71.143.104.78,purchase,,2652.0,5.0,357.08,,,
user_725,2024-11-18T16:45:46.013685,128.130.90.239,logout,"{'item_id': 6966, 'quantity': 2, 'price': 877.92}",,,,,,
,2024-11-19T08:03:17.013703,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T08:03:17.013703,
user_687,2024-11-18T06:36:28.013717,56.32.134.204,login,,8437.0,3.0,609.3,,,
user_446,2024-11-19T01:59:32.013725,50.200.244.165,login,,8656.0,2.0,142.28,,,
user_720,2024-11-17T22:40:53.013734,129.73.118.16,update,"{'item_id': 3334, 'quantity': 1, 'price': 164.37}",,,,,,
user_893,2024-11-17T22:39:48.013746,155.203.227.176,update,,7188.0,2.0,905.07,,,
user_375,2024-11-18T22:32:37.013754,193.83.174.40,purchase,,7483.0,2.0,149.76,,,
user_432,2024-11-18T19:07:47.013761,39.208.102.41,login,"{'item_id': 8501, 'quantity': 4, 'price': 642.11}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_794,2024-11-17T23:27:32.013776,204.91.182.77,update,,7569.0,1.0,354.88,,,
user_263,2024-11-18T05:45:23.013781,125.1.65.212,error,"{'item_id': 4952, 'quantity': 1, 'price': 39.82}",,,,,,
user_818,2024-11-18T15:24:55.013788,135.197.140.243,purchase,,8473.0,5.0,566.3,,,
user_802,2024-11-17T22:35:52.013793,45.45.5.211,update,"{'item_id': 2320, 'quantity': 4, 'price': 825.52}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_229,2024-11-19T06:22:28.013837,185.191.191.73,error,,4917.0,3.0,556.48,,,
user_125,2024-11-19T06:53:27.013844,194.178.44.170,login,,6115.0,5.0,544.33,,,
user_204,2024-11-17T20:48:55.013850,126.50.35.60,logout,,3656.0,2.0,146.05,,,
,2024-11-18T12:05:12.013855,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
user_62,2024-11-19T11:38:22.013864,178.65.26.172,error,"{'item_id': 4153, 'quantity': 5, 'price': 37.64}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T23:40:15.013891,,,,,,,TimeoutError,Connection to DB failed,
user_785,2024-11-18T18:22:17.013893,199.6.166.170,purchase,,2721.0,5.0,348.88,,,
user_53,2024-11-18T13:59:49.013902,23.137.156.249,logout,"{'item_id': 5967, 'quantity': 2, 'price': 290.65}",,,,,,
user_955,2024-11-18T09:29:44.013914,245.115.41.207,update,,5042.0,1.0,982.03,,,
,2024-11-18T09:26:26.013920,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T09:26:26.013920,
user_351,2024-11-19T15:15:43.013924,46.67.127.185,login,"{'item_id': 5281, 'quantity': 1, 'price': 765.35}",,,,,,
user_721,2024-11-17T21:53:57.013933,138.8.180.200,login,,1930.0,1.0,887.01,,,
user_348,2024-11-19T08:03:29.013952,74.70.82.182,update,"{'item_id': 2803, 'quantity': 1, 'price': 806.97}",,,,,,
,2024-11-18T21:30:55.013960,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T21:30:55.013960,
user_717,2024-11-19T15:35:14.013978,228.29.42.78,purchase,,7153.0,3.0,339.23,,,
user_885,2024-11-18T16:35:05.013989,250.193.145.42,update,"{'item_id': 8226, 'quantity': 4, 'price': 257.53}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_653,2024-11-18T12:13:44.014023,138.109.63.74,error,,5246.0,3.0,845.48,,,
user_625,2024-11-18T21:37:14.014048,181.100.186.77,login,"{'item_id': 6826, 'quantity': 2, 'price': 468.63}",,,,,,
,2024-11-19T07:31:35.014056,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T07:31:35.014056,
,2024-11-19T09:29:59.014058,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T09:29:59.014058,
user_183,2024-11-17T20:46:06.014070,16.147.206.72,logout,"{'item_id': 4669, 'quantity': 2, 'price': 551.77}",,,,,,
user_366,2024-11-18T16:40:25.014077,75.150.183.157,logout,"{'item_id': 1113, 'quantity': 2, 'price': 483.61}",,,,,,
user_980,2024-11-17T17:45:02.014085,206.7.83.210,logout,"{'item_id': 4646, 'quantity': 4, 'price': 212.16}",,,,,,
,2024-11-19T02:44:42.014097,,,,,,,TimeoutError,Connection to DB failed,
user_969,2024-11-18T06:35:10.014110,213.76.3.248,update,,1887.0,3.0,669.06,,,
,2024-11-18T00:46:05.014115,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T08:40:33.014124,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T13:48:21.014143,,,,,,,TimeoutError,Connection to DB failed,
user_640,2024-11-18T13:36:44.014157,63.71.224.196,logout,,7982.0,4.0,862.05,,,
user_550,2024-11-18T17:38:16.014180,25.105.202.75,logout,,7417.0,5.0,895.96,,,
user_73,2024-11-18T03:47:22.014186,208.169.165.130,error,"{'item_id': 8993, 'quantity': 1, 'price': 831.03}",,,,,,
user_598,2024-11-18T07:15:16.014198,180.175.188.49,purchase,,7549.0,4.0,756.2,,,
,2024-11-19T15:02:09.014203,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T15:02:09.014203,
user_13,2024-11-18T07:09:55.014207,135.91.76.232,logout,"{'item_id': 5868, 'quantity': 4, 'price': 521.17}",,,,,,
user_81,2024-11-19T01:58:49.014214,81.240.161.119,update,,5491.0,3.0,654.81,,,
user_674,2024-11-18T05:48:01.014224,16.84.65.35,error,,2635.0,1.0,236.34,,,
user_910,2024-11-19T10:42:33.014230,50.123.20.64,purchase,,6634.0,5.0,366.35,,,
user_407,2024-11-18T11:06:35.014236,50.216.38.127,update,,9245.0,5.0,456.04,,,
user_267,2024-11-19T10:14:44.014268,3.51.83.64,update,,7091.0,3.0,615.87,,,
user_355,2024-11-18T16:39:19.014274,210.43.115.241,update,"{'item_id': 6601, 'quantity': 1, 'price': 800.58}",,,,,,
user_314,2024-11-17T19:24:15.014289,221.204.146.222,login,,4149.0,2.0,722.37,,,
user_427,2024-11-18T00:53:37.014302,162.172.182.96,update,"{'item_id': 9669, 'quantity': 2, 'price': 373.28}",,,,,,
user_281,2024-11-18T19:31:16.014308,209.221.232.39,error,,4718.0,1.0,579.77,,,
,2024-11-17T23:21:34.014313,,,,,,,InvalidBase64,Data cannot be decoded,
